URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/document/core/ValueSet/TRER260HL7RoleClassVS,0.1.0,draft,,TRER260HL7RoleClassVS,TRE_R260-HL7RoleClass,"TRE_R260-HL7RoleClass",,"Other"
